timestamp,volumeUSD,totalValueLockedUSD,priceUSD,feesUSD
2025-01-10 00:00:00,1049830.5758913239,59621826.07114227,13.013875681379597,3857.8092091819663
2025-01-10 01:00:00,622037.217805856,59577370.07526414,13.1127773919028,2175.60633656488
2025-01-10 02:00:00,907320.1091739213,59516198.5553823,13.279802537704484,3313.2785642503263
2025-01-10 03:00:00,865124.5103692504,59169006.561575115,13.335765626461052,3124.9304206106312
2025-01-10 04:00:00,831575.496625101,59454163.09126576,13.286537319202884,2493.5070281257154
2025-01-10 05:00:00,1320233.9010737948,59883374.22046234,13.3386586774768,3955.274167786653
2025-01-10 06:00:00,72042.83359494337,59874963.04178298,13.339008692450298,215.68645365498625
2025-01-10 07:00:00,375049.26229042234,60599481.83284327,13.438235841592892,1125.0557043570045
2025-01-10 08:00:00,444442.84332226944,60628736.71467217,13.347668341881578,1471.103848220671
2025-01-10 09:00:00,316024.9473319011,60732742.78108292,13.332952850424372,1116.4396667791748
2025-01-10 10:00:00,250949.96067788923,60852671.76157541,13.40446769848804,751.9019606713031
2025-01-10 11:00:00,607579.8921035964,60947281.26556454,13.308837131630824,2050.0661941634844
2025-01-10 12:00:00,444938.263494504,61000233.311242275,13.248127001384564,1649.444986624131
2025-01-10 13:00:00,1069771.990096068,59923427.86766636,13.023769674402171,3209.3159702882044
2025-01-10 14:00:00,608893.8809199213,59951477.91673677,13.087499291570683,1826.3513497899503
2025-01-10 15:00:00,242879.86694386145,60117804.841769695,13.100759148806372,728.6396008315843
2025-01-10 16:00:00,1569191.128256874,59671239.14220774,13.252710037969996,5335.536202350481
2025-01-10 17:00:00,1129754.309292644,60457292.71402958,13.622861197688772,3611.8911632986487
2025-01-10 18:00:00,2628327.2206346416,59144709.42238436,13.840909190919223,9494.184837752045
2025-01-10 19:00:00,891886.8615364371,59079915.27170311,13.871547359303628,2973.4819603763995
2025-01-10 20:00:00,111109.890036271,58750697.6114535,13.79719097486718,333.32101747680224
2025-01-10 21:00:00,1521045.815806351,58288024.17534177,13.979667485650419,5639.587122422871
2025-01-10 22:00:00,488311.03416602034,58283150.26848397,14.02361833384908,1541.40966831192
2025-01-10 23:00:00,575288.7688190131,58393442.62836502,13.957469514585366,1769.950942635027
2025-01-11 00:00:00,1125040.5380323431,58399222.14684493,13.862123243978012,3395.851533027889
2025-01-11 01:00:00,474499.28868458595,58149832.21244241,13.731546145648535,1454.0500459685315
2025-01-11 02:00:00,220393.87955410333,58253388.645618126,13.704740430233212,754.3070792953007
2025-01-11 03:00:00,393509.3106391882,58390804.202101715,13.63925919051606,1412.821518268025
2025-01-11 04:00:00,140356.4216987199,58389742.201257184,13.606430013669026,491.1658563111001
2025-01-11 05:00:00,403731.40332536766,58240356.58325023,13.661975638962875,1208.2390407465407
2025-01-11 06:00:00,405386.3036014581,58406608.27836153,13.605011087827735,1246.3739219656195
2025-01-11 07:00:00,471374.50244291686,58605694.77724466,13.542169214948768,1657.4619963541084
2025-01-11 08:00:00,94932.85716194427,58547251.02429705,13.517723123814308,299.64163208547114
2025-01-11 09:00:00,234531.1939148198,58436935.47500232,13.543499331401643,702.5965138698367
2025-01-11 10:00:00,350687.78081695794,58511499.49758225,13.62631003927986,1050.5138482410719
2025-01-11 11:00:00,527086.295092836,58741595.48114494,13.801016749605855,1608.8871626741795
2025-01-11 12:00:00,320089.4636707064,58811429.35661268,13.74475431168756,958.5688913405984
2025-01-11 13:00:00,195298.451054556,58789768.56947224,13.718482536738412,585.8179827956419
2025-01-11 14:00:00,305162.3975671072,58951283.07494429,13.692708013545053,915.4871927013216
2025-01-11 15:00:00,139113.45262832986,59065460.4619532,13.68707036885604,460.268432587975
2025-01-11 16:00:00,145906.83593970508,59163688.04907828,13.675399141709976,488.7426044688784
2025-01-11 17:00:00,253714.19910046196,59204671.37729026,13.635849052437845,901.2425217893269
2025-01-11 18:00:00,113721.38018965715,59211339.86279681,13.623126872932579,381.62059397217126
2025-01-11 19:00:00,338870.99501674995,59015533.85691086,13.655444085517823,1028.314552630084
2025-01-11 20:00:00,232875.92551828225,59413082.21031391,13.750803456255426,695.9284282763881
2025-01-11 21:00:00,382656.1772867886,59661067.68391726,13.880627798578091,1182.0340214289945
2025-01-11 22:00:00,576368.8210239146,59676683.42115607,13.753164773748896,1726.5291397733956
2025-01-11 23:00:00,178559.86996143102,59676860.709043056,13.71373664878648,574.3827917329616
2025-01-12 00:00:00,244949.313310528,59567270.33108308,13.71019344153556,748.7751251107065
2025-01-12 01:00:00,888191.4209330733,59214520.66516994,13.762486480770065,2663.5535037773575
2025-01-12 02:00:00,97464.45981460511,59086211.19381942,13.740889815889751,292.3933794438154
2025-01-12 03:00:00,692771.1467187708,59014310.378680386,13.783776831965149,2074.977366801973
2025-01-12 04:00:00,42305.09531522125,59041185.69631111,13.783835187432128,119.56326931614699
2025-01-12 05:00:00,54215.385429627175,59090592.838408336,13.783827025382505,162.14287609331396
2025-01-12 06:00:00,173141.07193590503,59099286.53018837,13.758738329596197,519.4232158077151
2025-01-12 07:00:00,296257.0587838434,59177631.23524924,13.706224175648996,887.8963651106096
2025-01-12 08:00:00,393737.18370631273,58571435.84230392,13.630553510845337,1179.354769979995
2025-01-12 09:00:00,182523.57880191924,58483432.18360026,13.59729643803398,546.31037402467
2025-01-12 10:00:00,281107.9062740996,58569386.22712735,13.57389391823335,842.5831644282258
2025-01-12 11:00:00,399524.7230634496,58644708.032102995,13.674034127350604,1197.263418036959
2025-01-12 12:00:00,431103.4607220896,58887561.07338385,13.64987290427702,1291.4483350439507
2025-01-12 13:00:00,174958.42401450645,59100329.71669215,13.679649118117371,525.4162460460624
2025-01-12 14:00:00,253444.14340448144,59216773.38639111,13.754005366357545,794.6237653599893
2025-01-12 15:00:00,466614.4432421709,59583180.433327235,13.76870017828294,1398.675860333008
2025-01-12 16:00:00,462868.2411749253,59188250.68506641,13.78583799795584,1396.88745082877
2025-01-12 17:00:00,292784.1117928039,59287947.90465293,13.786451328626512,876.0626691684414
2025-01-12 18:00:00,3406.9069850083274,59441292.497934066,13.820802090766096,13.098431597753018
2025-01-12 19:00:00,249641.58824738927,59269081.38878601,13.816937199273724,781.1703942312056
2025-01-12 20:00:00,5379.0553913972635,59131681.44380816,13.784510288386041,26.688498673941936
2025-01-12 21:00:00,361110.9898834394,59234319.37476222,13.72482265751876,1082.377829501209
2025-01-12 22:00:00,269846.3471364575,58905720.714874536,13.589718133240774,809.5380561313773
2025-01-12 23:00:00,922068.5790692179,59384554.028308384,13.59989884301404,2778.908841954671
2025-01-13 00:00:00,424300.6896307271,60118840.5518744,13.84603405821128,1271.8354894210615
2025-01-13 01:00:00,873104.8041545568,59509447.117739685,13.549297719836648,2789.27671981145
2025-01-13 02:00:00,1824668.9272562852,59957249.69926792,13.301975904625413,6382.758424733094
2025-01-13 03:00:00,708673.8755186033,60210822.58694024,13.237281052185667,2375.632329991035
2025-01-13 04:00:00,502999.0432332864,60019108.88607454,13.303582491428966,1507.620287987742
2025-01-13 05:00:00,354727.735271406,59709183.75130339,13.196611892593014,1067.3065097117
2025-01-13 06:00:00,487463.29448246304,59283296.5129675,13.021480246500978,1468.9323274939277
2025-01-13 07:00:00,352028.42411930254,59304494.906595945,13.080724642083634,1054.3686792663873
2025-01-13 08:00:00,593008.0538603099,58752869.56902055,12.987051056714424,1778.8132197698797
2025-01-13 09:00:00,402952.57716511143,58606788.07870818,12.876484249285747,1208.2110045974207
2025-01-13 10:00:00,1112758.476262982,58047722.76156029,12.576137828095336,3747.9262479800223
2025-01-13 11:00:00,1101738.2427034231,56590318.31745882,12.278077132379112,3887.243593605507
2025-01-13 12:00:00,1076746.5289581397,56410229.23940768,12.395141465993156,3228.1718465054205
2025-01-13 13:00:00,843402.9726145798,56469320.26013873,12.485511286950308,2601.8628388069287
2025-01-13 14:00:00,1568571.744398872,55941368.06123868,12.572615094778127,5515.082012235193
2025-01-13 15:00:00,490087.828937521,56290364.59278618,12.654424598151705,1688.5547675042374
2025-01-13 16:00:00,678910.6732182939,55750440.684200525,12.380377481708363,2088.5473319401704
2025-01-13 17:00:00,519125.79132592183,55857699.976064876,12.288245317749082,1648.2339262279895
2025-01-13 18:00:00,203602.91379586415,55630469.332513385,12.253237767327477,612.0331327817613
2025-01-13 19:00:00,477155.5684367582,55951424.33869009,12.361178452404612,1431.4667053102744
2025-01-13 20:00:00,897361.3881834656,57000536.01740538,12.750893119652904,2691.0442586680333
2025-01-13 21:00:00,557382.128899726,57439564.74262433,12.802094532656028,1672.763783045526
2025-01-13 22:00:00,240799.59287680837,57899241.11012341,12.904805699001255,724.5175606570293
2025-01-13 23:00:00,325954.0131381882,57849178.82326151,12.900886439531916,976.7642665463197
2025-01-14 00:00:00,303863.87068701815,57927869.737819664,12.877240834485589,911.5916120610544
2025-01-14 01:00:00,70462.92481284258,58141230.25045152,12.925591051348999,239.6426690692488
2025-01-14 02:00:00,102925.80219850778,58389087.886639856,12.983793970514103,312.3513826086584
2025-01-14 03:00:00,203897.699207515,58405014.37007479,13.029928790015132,617.5584805037909
2025-01-14 04:00:00,72730.31951895381,58407041.20455809,13.037598788847315,216.01899358929805
2025-01-14 05:00:00,425938.92544688616,58403935.12430865,13.093603953646012,1277.0538538098265
2025-01-14 06:00:00,265074.9965251838,58567010.53097842,13.079236984114925,791.9070861934318
2025-01-14 07:00:00,409666.5040378906,58742684.44247991,13.026970844687352,1227.173241142889
2025-01-14 08:00:00,88208.20112945966,58849968.329927,13.041481101933035,262.7383573437233
2025-01-14 09:00:00,416495.765309178,59850495.39901263,13.340960396389256,1246.2240813528513
2025-01-14 10:00:00,290623.5744923391,59675045.817838304,13.248050941561363,870.7477829796587
2025-01-14 11:00:00,209065.14206957273,59490426.352570795,13.179294033366093,626.8575911389084
2025-01-14 12:00:00,303307.65261273994,58786968.896295846,13.045260287539891,924.2696990608517
2025-01-14 13:00:00,361635.03401613544,59288469.827120885,13.215097852434372,1109.9449603834173
2025-01-14 14:00:00,735731.1575033325,58891801.658761665,13.277575999551534,2386.5212544418255
2025-01-14 15:00:00,125602.70915096604,58987580.12301335,13.275422778848304,397.1839012532732
2025-01-14 16:00:00,91085.0106342318,58705132.28832567,13.195492416533323,273.2550319026954
2025-01-14 17:00:00,127201.42227783048,58967844.957856536,13.237776454407436,381.6042668334915
2025-01-14 18:00:00,67557.94341326844,59336382.526685715,13.309155338631893,218.9637622760121
2025-01-14 19:00:00,128727.24990540702,59370594.81889218,13.294209046835752,428.91702934549295
2025-01-14 20:00:00,37920.245240898235,59249771.201068155,13.266210202904736,113.03070236153172
2025-01-14 21:00:00,37667.814923639846,59374397.54765371,13.29990225159242,113.00344477091956
2025-01-14 22:00:00,142079.69668868108,59550669.58101179,13.343379407335515,426.2390900660432
2025-01-14 23:00:00,60225.940504633145,59536847.49989781,13.343169805569676,180.67782151389943
2025-01-15 00:00:00,226674.3289134245,59492918.06838531,13.327864327353073,680.0229867402736
2025-01-15 01:00:00,659378.8471129173,59717203.48187489,13.314240229968604,1996.418948267852
2025-01-15 02:00:00,326212.46554748743,59468128.515306175,13.21142027983218,1014.1075656152384
2025-01-15 03:00:00,218535.48529983117,59773437.273787744,13.241053673679028,655.6417137920106
2025-01-15 04:00:00,157829.67843795326,59832453.06013297,13.22729837544864,473.48903531385974
2025-01-15 05:00:00,226656.5015679086,59625032.6708618,13.228181606304407,678.9844304804809
2025-01-15 06:00:00,20114.688968283528,59601718.28618422,13.22479489727095,60.344066904850585
2025-01-15 07:00:00,462915.43039264093,59779569.02822178,13.35148247237842,1420.7788084018823
2025-01-15 08:00:00,236994.1905854969,59762399.04430119,13.363192790850459,723.5926462771031
2025-01-15 09:00:00,681510.0879841956,59345524.39334322,13.11896664135704,2042.4176621479592
2025-01-15 10:00:00,17439.783487388137,59370859.33672637,13.125731363873784,52.319350462164415
2025-01-15 11:00:00,275229.2833133579,59253620.32272284,13.040345983483695,903.8650503849856
2025-01-15 12:00:00,33052.09773077582,59353976.337720945,13.06045806756535,99.15629319232744
2025-01-15 13:00:00,1581664.9137482024,60542690.11507011,13.619491009256254,4898.260323694625
2025-01-15 14:00:00,7271666.838677992,60200670.803745344,14.141443859797468,24148.39434147348
2025-01-15 15:00:00,3124749.6132674017,60584265.85968588,14.19993290161846,9873.636525519609
2025-01-15 16:00:00,1950537.1929925513,60265793.295920305,14.448972767172467,6798.486143312036
2025-01-15 17:00:00,717627.5611986953,60167600.43256657,14.254305058285947,2150.498534621525
2025-01-15 18:00:00,876332.410505096,60393173.29798365,14.518891234539655,2680.949939715811
2025-01-15 19:00:00,1067647.1177197972,61799477.92641715,14.615122383138356,3275.4675157493284
2025-01-15 20:00:00,990012.4866828615,62242959.951794095,14.513074748641102,3649.4002350238807
2025-01-15 21:00:00,345661.1467993146,62157008.11615338,14.4575888641011,1170.10555641924
2025-01-15 22:00:00,385925.5529651621,61988828.632761374,14.461752743444219,1156.0468210907372
2025-01-15 23:00:00,738679.0200084464,62223485.04221784,14.552505513138232,2229.707949865874
2025-01-16 00:00:00,514604.34287777054,61622133.26685028,14.298447634922876,1581.5530746256384
2025-01-16 01:00:00,322665.9793433385,61606493.941940606,14.355874601911353,964.8446048765104
2025-01-16 02:00:00,408764.4726744167,61319972.99384373,14.381434203408764,1225.0191238672485
2025-01-16 03:00:00,127947.89320919904,60705495.81577094,14.249598832860128,383.800668998484
2025-01-16 04:00:00,15828.333217583213,60784841.836569145,14.271741373658045,46.52924633015968
2025-01-16 05:00:00,346355.5914612688,60861326.10275501,14.268530587526463,1063.6970173224393
2025-01-16 06:00:00,107436.90193042648,61004315.74348784,14.324051629874775,319.76742272894427
2025-01-16 07:00:00,58854.0815003776,61065055.981945984,14.341210905391439,174.80220184409575
2025-01-16 08:00:00,138065.27796666673,59945617.39198803,14.068611840615082,413.1713427653025
2025-01-16 09:00:00,127633.81253569249,60267637.22393392,14.134443952988724,450.50658551608046
2025-01-16 10:00:00,396525.3026266082,60461064.62259604,14.154964899435948,1320.7012555474628
2025-01-16 11:00:00,443265.3207666848,60657691.260898255,14.243023475508423,1354.4059394327212
2025-01-16 12:00:00,1306526.3496125422,60709305.3487721,14.48532331624623,4831.762130111483
2025-01-16 13:00:00,794336.2791157096,60468282.70570218,14.369027991443152,2619.308649589087
2025-01-16 14:00:00,582058.6584628506,59643847.97228719,14.076526491939088,1767.4765962486292
2025-01-16 15:00:00,645783.3029700607,60275362.94729231,14.35919320571424,1937.3499089101824
2025-01-16 16:00:00,903831.9365463424,60655924.099940255,14.450523148675552,3040.456864161945
2025-01-16 17:00:00,748151.4262929829,60919036.163626045,14.42973877735128,2243.6629081343176
2025-01-16 18:00:00,188858.53909460435,60498196.621245846,14.297667848738744,620.3409991869339
2025-01-16 19:00:00,222235.74476903916,60798523.29582333,14.337287105057818,666.7072343071175
2025-01-16 20:00:00,58932.72563843032,60841739.93388901,14.343051955722864,167.5240636863616
2025-01-16 21:00:00,130343.21330362825,60555910.66892807,14.270953886511048,391.0296399108847
2025-01-16 22:00:00,317040.6084862979,60030490.2413607,14.09052479288915,950.840565337783
2025-01-16 23:00:00,484724.29984672664,60398498.57566325,14.081635106964754,1634.817057217216
2025-01-17 00:00:00,1123326.842591863,60221318.879616104,14.286547238351575,3361.453714899815
2025-01-17 01:00:00,3092436.391336535,61149244.7924381,14.736217143220651,10469.09814734232
2025-01-17 02:00:00,909485.0857884096,61089724.063053936,14.5339832025021,3022.8400203100514
2025-01-17 03:00:00,188752.44967000536,61063366.4106508,14.54045512633409,617.5811009551535
2025-01-17 04:00:00,502927.6933579763,60913508.01193944,14.620608466163672,1506.55021469018
2025-01-17 05:00:00,341529.1029158048,61063640.10713863,14.701508448413206,1023.27263477718
2025-01-17 06:00:00,505138.4785322749,61011265.563456684,14.775696864844358,1786.4487310543677
2025-01-17 07:00:00,141360.64200671096,61213155.333797246,14.798330154773229,423.92400475770495
2025-01-17 08:00:00,159316.8180372608,61654433.67742139,14.931439875314071,482.32963222758445
2025-01-17 09:00:00,539782.3676453755,61694905.44788346,14.921604456178256,1616.277514665295
2025-01-17 10:00:00,1159202.4739306753,62030054.03291912,14.974079533134423,3477.6074217920254
2025-01-17 11:00:00,429710.89317502425,62026668.766175285,14.970738640689106,1287.5259437071147
2025-01-17 12:00:00,800154.9865945271,61778857.89927373,14.852366943420096,2400.3294114728
2025-01-17 13:00:00,213178.90579948717,61869480.5042813,14.828337103411084,639.5367173984614
2025-01-17 14:00:00,101507.0401549905,62121254.57342649,14.882194120397896,304.5013539725898
2025-01-17 15:00:00,220223.91424396753,62053143.484667435,14.880843478170185,660.6717427319026
2025-01-17 16:00:00,344380.1634059258,62512205.145398706,14.956469367785308,1062.7019425196104
2025-01-17 17:00:00,433271.4148643319,62260578.907915,14.806358758993001,1403.8720564373564
2025-01-17 18:00:00,151958.48093833725,62319453.4096467,14.80227844543296,483.8888835059101
2025-01-17 19:00:00,517115.1300587168,62345930.55412759,14.921041164665494,1548.6758344696539
2025-01-17 20:00:00,1072978.5034276748,64004091.42413753,15.162115142137395,3454.6536859189573
2025-01-17 21:00:00,428196.8523343786,63403125.49883026,14.976750589773832,1481.5783203693077
2025-01-17 22:00:00,295420.2300629433,63520187.06335715,15.020627551592534,996.0642959478948
2025-01-17 23:00:00,44019.4342684747,63470797.12384295,15.00118126488568,134.05588067960323
2025-01-18 00:00:00,932031.6568892653,63482509.84292088,15.180636036222284,2817.001658560689
2025-01-18 01:00:00,847674.1059860609,63483154.52796437,14.988278171535304,2593.050086796825
2025-01-18 02:00:00,312310.859651556,63355520.12666665,14.906335457062712,938.6188723588522
2025-01-18 03:00:00,880170.204641119,62312791.70806931,14.48635886550628,2989.2241623571
2025-01-18 04:00:00,255776.02863724172,61912460.674833804,14.398291450320684,754.1640616172526
2025-01-18 05:00:00,503062.7016141432,60735901.414497524,14.15870180268079,1518.7424547028452
2025-01-18 06:00:00,794043.4436318441,62180648.57906626,14.276399345565192,2380.3989952333777
2025-01-18 07:00:00,437826.8407299654,61665446.56372861,14.102001511634395,1303.106020545188
2025-01-18 08:00:00,918408.9037734077,61593572.25498182,14.14292693160836,2914.344210952326
2025-01-18 09:00:00,299809.5415491823,61229046.90081801,14.001247016454155,937.1613837640217
2025-01-18 10:00:00,352208.85824724287,61100525.01746279,14.040696550684313,1056.6265747417283
2025-01-18 11:00:00,333342.7083257014,61901579.50104269,14.295983833446565,998.1045341517936
2025-01-18 12:00:00,267301.71403481724,61280664.97416726,14.185058326264828,878.9942765614829
2025-01-18 13:00:00,507172.4620864469,61782821.38269209,14.377502604752776,1533.9829057859934
2025-01-18 14:00:00,556775.4171093924,61648230.76124096,14.24286026028491,1667.957453915025
2025-01-18 15:00:00,670606.2388983278,62243672.37255685,14.244736476423244,2011.818716694983
2025-01-18 16:00:00,577089.8173679499,61162218.6931475,14.061300002530146,1761.4682045459076
2025-01-18 17:00:00,341716.869691645,61310949.42770939,14.033562143436026,1025.150609074935
2025-01-18 18:00:00,136015.0772311476,61250852.8051449,14.003231189401879,407.39160704825713
2025-01-18 19:00:00,47244.39294138924,61493665.566060714,14.05970282608951,141.7331788241677
2025-01-18 20:00:00,114289.64790817602,61268311.263921835,13.986351411576186,341.88598081365467
2025-01-18 21:00:00,13565.221227490088,61592615.58007941,14.061848392472308,40.695663682470276
2025-01-18 22:00:00,116488.61522275169,61476754.54590129,14.042650681012836,349.46584566825504
2025-01-18 23:00:00,116562.10742694326,61985833.03920602,14.152221571180569,349.6863222808298
2025-01-19 00:00:00,618205.2446935318,61802384.411616385,14.222639126004745,1884.2894404054236
2025-01-19 01:00:00,277750.35755384015,62530362.46065939,14.38407056336114,861.856864121257
2025-01-19 02:00:00,523427.2063279585,63046178.84494161,14.393331136041272,1575.7906798946858
2025-01-19 03:00:00,716514.4764655771,62894782.88640262,14.238671992475124,2398.243964307106
2025-01-19 04:00:00,1418781.7364661898,61698694.27532958,14.079012765633935,4310.110860789387
2025-01-19 05:00:00,567272.9089199264,61522696.180316985,14.090819627784576,1701.818726759779
