date,herfindahl_index,number_of_holders,total_supply_held,whale_balance_pct,whale_balance_total,whale_count
2021-12-17 00:00:00.000 UTC,0.0031774212578900103,929,1134603745.23135,0.9916339858582852,1125111634.253502,63
2021-12-18 00:00:00.000 UTC,0.002524025594984964,867,1481765767.6553426,0.9937740538015386,1472540373.7071986,49
2021-12-19 00:00:00.000 UTC,0.0032885260661436435,919,1334237026.9707172,0.9958813757692334,1328741806.0218496,44
2021-12-20 00:00:00.000 UTC,0.0032250363892893977,897,1202700595.889462,0.9926799260480476,1193896738.5854938,59
2021-12-21 00:00:00.000 UTC,0.0034756517180365067,821,1154976161.8890193,0.9938697721115937,1147895894.8109627,55
2021-12-22 00:00:00.000 UTC,0.002447268305250023,885,1433563922.306717,0.992888732200882,1423369465.3480399,67
2021-12-23 00:00:00.000 UTC,0.0097034205856427,1025,1841097614.7267313,0.9928495642495092,1827932964.522246,67
2021-12-24 00:00:00.000 UTC,0.00226927087026963,941,1612452952.1218276,0.994483175052467,1603557331.4488387,52
2021-12-25 00:00:00.000 UTC,0.0026486531792941047,732,1552377226.975189,0.9959813317138948,1546138737.8450718,44
2021-12-26 00:00:00.000 UTC,0.0019488314314304925,955,1836651610.851367,0.9950213266477184,1827507522.418996,47
2021-12-27 00:00:00.000 UTC,0.0017541980354237887,1245,2025504387.876203,0.9941233558957091,2013601219.456975,61
2021-12-28 00:00:00.000 UTC,0.001528737798234141,996,2115170000.185366,0.9937604163177793,2101972219.9670866,63
2021-12-29 00:00:00.000 UTC,0.0014176235024514503,895,1914281624.2099085,0.9945207347083462,1903792767.3479245,87
2021-12-30 00:00:00.000 UTC,0.0022905839490221474,972,1500307472.3872473,0.9937213353903184,1490887544.9567287,68
2021-12-31 00:00:00.000 UTC,0.0018830227854632954,1019,1796884920.4949017,0.99383233092379,1785802328.937257,81
2022-01-01 00:00:00.000 UTC,0.0028996310674763662,739,1104329822.5722828,0.9933818439735953,1097021195.5018876,48
2022-01-02 00:00:00.000 UTC,0.003341834688387802,738,1156921492.797719,0.994378619096363,1150417996.4110987,55
2022-01-03 00:00:00.000 UTC,0.002287204694665482,841,1369613479.5592215,0.9921714921337649,1358891449.6607904,58
2022-01-04 00:00:00.000 UTC,0.0026207616648425175,909,1135306435.2394483,0.9918989921765079,1126109308.9255126,66
2022-01-05 00:00:00.000 UTC,0.0022546249206965596,894,1494943411.188674,0.992563483648393,1483826240.0666423,60
2022-01-06 00:00:00.000 UTC,0.002743296711705338,869,1369114270.281338,0.991962831601275,1358110468.3339894,66
2022-01-07 00:00:00.000 UTC,0.0036669440682070113,971,1279974438.3244486,0.9938813274149418,1272142693.8190975,57
2022-01-08 00:00:00.000 UTC,0.003845526186832004,766,1159346890.406141,0.9935790372240054,1151902767.178378,53
2022-01-09 00:00:00.000 UTC,0.004843749754131906,734,883201626.4546672,0.9917274633259093,875895308.6092044,46
2022-01-10 00:00:00.000 UTC,0.0036051558080448395,715,940321299.8022532,0.990388045708938,931282974.449642,58
2022-01-11 00:00:00.000 UTC,0.004532015219650808,705,865859019.7931788,0.9935869544024702,860306226.4182128,50
2022-01-12 00:00:00.000 UTC,0.0045215695077894255,685,867930736.7900676,0.99446190513095,863124054.0299597,46
2022-01-13 00:00:00.000 UTC,0.005025845170596848,688,847805297.7159625,0.9922491469449822,841234083.4341005,56
2022-01-14 00:00:00.000 UTC,0.0049994686396268775,680,834078783.8736696,0.9946887313984449,829648767.4176582,60
2022-01-15 00:00:00.000 UTC,0.003979806882896224,642,903496185.885379,0.994175434344473,898233713.0311713,54
2022-01-16 00:00:00.000 UTC,0.002718645097603859,716,1366418356.459181,0.9934591262608877,1357480786.5147762,62
2022-01-17 00:00:00.000 UTC,0.00430345128569771,699,930396121.920983,0.9935751123132932,924418431.3334931,55
2022-01-18 00:00:00.000 UTC,0.0023945708695380205,780,1207689142.7260954,0.9919532624441819,1197971185.1455677,65
2022-01-19 00:00:00.000 UTC,0.0035731938106864946,731,858455589.3504933,0.9923272727823371,851868893.7849289,68
2022-01-20 00:00:00.000 UTC,0.0037096396168137214,747,906969000.8617837,0.9925045855796878,900170892.3339481,79
2022-01-21 00:00:00.000 UTC,0.003453880758715779,796,1187870659.4098477,0.9941843093419916,1180962371.1129956,60
2022-01-22 00:00:00.000 UTC,0.0018716155389829564,1014,1887857539.449533,0.9944288624333251,1877340025.3909752,83
2022-01-23 00:00:00.000 UTC,0.004171840022634553,718,1069691810.6794167,0.9946858414573155,1064007298.805655,61
2022-01-24 00:00:00.000 UTC,0.002273080600008735,907,1628441706.1297948,0.9940397391774469,1618735768.826938,77
2022-01-25 00:00:00.000 UTC,0.004365082042170014,731,864652502.2540467,0.9943886010074884,859800592.0740256,61
2022-01-26 00:00:00.000 UTC,0.003813352201784929,677,880970613.0751914,0.9930836441048839,874877506.7820247,69
2022-01-27 00:00:00.000 UTC,0.004877861513288748,619,790806300.4921976,0.9925185663337885,784889935.6122432,66
2022-01-28 00:00:00.000 UTC,0.004090683022356978,619,1170752089.614668,0.995593345817674,1165592990.0225005,61
2022-01-29 00:00:00.000 UTC,0.004546963802943312,558,957063850.0625932,0.9957152921455591,952963111.0670285,61
2022-01-30 00:00:00.000 UTC,0.005135267888621499,574,757595252.759865,0.9947402022014692,753610454.9172213,52
2022-01-31 00:00:00.000 UTC,0.004282176405573581,627,1009428676.3151232,0.9927006250245174,1002060477.895694,74
2022-02-01 00:00:00.000 UTC,0.004380669708080229,636,984195364.4134759,0.9933539735876684,977654376.0266896,74
2022-02-02 00:00:00.000 UTC,0.0051327146799655336,607,910268395.4169561,0.9948870602695671,905614247.9726713,61
2022-02-03 00:00:00.000 UTC,0.005176737224507308,734,885015972.488518,0.9945037500516514,880151703.4954402,70
2022-02-04 00:00:00.000 UTC,0.003421538201007128,693,1200960915.0501628,0.9944140351101993,1194252389.5446696,81
2022-02-05 00:00:00.000 UTC,0.00316039804113122,729,1186105607.2206888,0.9944438038154563,1179515371.7713833,72
2022-02-06 00:00:00.000 UTC,0.004519855730744754,665,978986165.5640447,0.9965429069705862,975601719.3151808,56
2022-02-07 00:00:00.000 UTC,0.0031257616194279364,712,1201608776.137858,0.9939688240171187,1194361662.146396,74
2022-02-08 00:00:00.000 UTC,0.0035366299466209985,692,1044337559.4679934,0.9929886712237501,1037015365.4851769,65
2022-02-09 00:00:00.000 UTC,0.003197903784689426,717,1265695674.482223,0.995094950818224,1259487374.9497266,60
2022-02-10 00:00:00.000 UTC,0.004371426520697488,687,1032627808.5565346,0.9952595521151395,1027732690.2456146,64
2022-02-11 00:00:00.000 UTC,0.003664895652485921,745,1092483859.0280104,0.9956287016587051,1087708286.1471498,76
2022-02-12 00:00:00.000 UTC,0.0041229013508938366,683,1039586069.5161252,0.9964138839823574,1035857993.2605153,57
2022-02-13 00:00:00.000 UTC,0.003626601629377456,708,1220060893.1727457,0.9970288272159076,1216435881.4520154,53
2022-02-14 00:00:00.000 UTC,0.0025534190589935183,842,1626994752.8475056,0.99735230987723,1622686974.9105926,56
2022-02-15 00:00:00.000 UTC,0.0038400803837480534,761,1046804112.93366,0.9946013458807405,1041152779.5973129,60
2022-02-16 00:00:00.000 UTC,0.0049520374278636025,643,952771655.7913358,0.9946917453077233,947714101.1788132,57
2022-02-17 00:00:00.000 UTC,0.005369569351166796,694,793220917.095331,0.9949191961261744,789190717.1869535,71
2022-02-18 00:00:00.000 UTC,0.004994284708217388,594,702182774.2514143,0.9958840696686672,699292638.8727335,74
2022-02-19 00:00:00.000 UTC,0.005412701439795157,688,780623783.498118,0.9975410372076216,778704258.6596504,51
2022-02-20 00:00:00.000 UTC,0.003966268501007056,741,1020707975.187382,0.9961991989813477,1016828467.2755432,68
2022-02-21 00:00:00.000 UTC,0.004226476479307092,600,812802991.2736439,0.9949121602216919,808667579.882714,61
2022-02-22 00:00:00.000 UTC,0.003922919342993063,751,887184773.4768424,0.9947599818414681,882535909.1538507,75
2022-02-23 00:00:00.000 UTC,0.005279320619723334,583,798191938.4765944,0.9952742133193027,794419853.6451018,56
2022-02-24 00:00:00.000 UTC,0.003051930032051048,766,1486509963.8879828,0.9956103048453806,1479984638.3022103,70
2022-02-25 00:00:00.000 UTC,0.0037961729039240107,799,925255990.9265981,0.994550081135599,920213420.8472471,70
2022-02-26 00:00:00.000 UTC,0.06131518174835439,823,988667383.3394697,0.9955647855294616,984282431.4543331,50
2022-02-27 00:00:00.000 UTC,0.0020994834474886426,1023,1537303672.2767704,0.9946627956597984,1529098768.444887,48
2022-02-28 00:00:00.000 UTC,0.003287507284601353,932,1250623743.4688613,0.9947805709060203,1244096201.5165782,67
2022-03-01 00:00:00.000 UTC,0.0029879437097100167,866,1214908474.4798615,0.9926942958406566,1206032712.5846324,72
2022-03-02 00:00:00.000 UTC,0.0036885029794319867,923,965403116.1868132,0.9934451308314401,959075025.0652887,93
2022-03-03 00:00:00.000 UTC,0.005968858383899956,634,872465803.62366,0.9951803285800905,868260805.1250867,63
2022-03-04 00:00:00.000 UTC,0.005688493812721611,606,816650200.1833303,0.9960279425449912,813406418.6675576,62
2022-03-05 00:00:00.000 UTC,0.005900017009704327,542,879597573.7880868,0.9979631599310274,877805974.205224,48
2022-03-06 00:00:00.000 UTC,0.0044218284332209375,532,858148391.4819355,0.9946755917113206,853579259.0734122,49
2022-03-07 00:00:00.000 UTC,0.004520935814939523,648,917726548.3163979,0.9949479181510898,913090118.6793857,64
2022-03-08 00:00:00.000 UTC,0.003668054824611296,756,956437694.2202978,0.9938996072997672,950603048.6922488,62
2022-03-09 00:00:00.000 UTC,0.0031340529136465504,697,1189347517.9909244,0.9952070654913414,1183647053.2291582,66
2022-03-10 00:00:00.000 UTC,0.0051154910783196735,575,800412067.2280537,0.994948329502676,796368649.2023356,58
2022-03-11 00:00:00.000 UTC,0.003812726226586983,626,907194348.5682671,0.9952806930902818,902913020.0106115,56
2022-03-12 00:00:00.000 UTC,0.004190894223686193,586,901645769.7362449,0.996113584800697,898141599.9123547,57
2022-03-13 00:00:00.000 UTC,0.004545483420717209,572,883667371.2989837,0.9959107777594111,880053859.0309851,43
2022-03-14 00:00:00.000 UTC,0.005382394068819404,565,905962866.1419548,0.9971108114009684,903345368.5579515,42
2022-03-15 00:00:00.000 UTC,0.003678344865757639,622,902919778.4514219,0.9953370091421809,898709471.7791588,54
2022-03-16 00:00:00.000 UTC,0.0050072364332241935,666,833650201.4941891,0.9932677499287437,828037859.865777,55
2022-03-17 00:00:00.000 UTC,0.00413515622202664,547,744669060.6454757,0.9944233446919664,740516297.9756987,51
2022-03-18 00:00:00.000 UTC,0.004745371843349432,521,799630399.0271122,0.9937417957001907,794626148.6256626,55
2022-03-19 00:00:00.000 UTC,0.003727247451642218,576,1013590173.1786419,0.9950804315210748,1008603746.9121239,49
2022-03-20 00:00:00.000 UTC,0.0057280479055807805,641,925005519.1043025,0.9955586872462672,920897280.2950313,40
2022-03-21 00:00:00.000 UTC,0.004092209243316164,611,864342690.6534576,0.9934040433641992,858641523.747436,54
2022-03-22 00:00:00.000 UTC,0.0038965701561990643,777,1106800105.616702,0.9955621422389154,1101888284.1780217,64
2022-03-23 00:00:00.000 UTC,0.003496964962205394,635,880437918.8564287,0.9945832299158001,875668789.076572,58
2022-03-24 00:00:00.000 UTC,0.002808625521435094,696,1183976351.7392104,0.9927882736208055,1175437838.2510302,68
2022-03-25 00:00:00.000 UTC,0.003243193513702043,710,1252493625.5163653,0.9970685705769735,1248822028.8503735,69
2022-03-26 00:00:00.000 UTC,0.005485178726581854,544,768228936.4949721,0.995950398094745,765117915.13007,57
2022-03-27 00:00:00.000 UTC,0.003223918028020458,604,985588617.4558007,0.9967993337592539,982434077.2406462,52
2022-03-28 00:00:00.000 UTC,0.0030005447708219314,734,1026830239.517715,0.9941797392241231,1020853819.7511657,59
2022-03-29 00:00:00.000 UTC,0.003510747577677312,707,1124281711.2306013,0.9927933800038554,1116179440.1691473,68
2022-03-30 00:00:00.000 UTC,0.002709965198613594,706,1350523615.4771569,0.9946804597950732,1343339450.8069232,60
2022-03-31 00:00:00.000 UTC,0.002224285212015692,787,1415139844.2585526,0.9939458739120718,1406572409.2093601,75
2022-04-01 00:00:00.000 UTC,0.05115179879959529,565,1029713334.7802902,0.9955369187211057,1025117640.4732045,78
2022-04-02 00:00:00.000 UTC,0.03825997121139164,549,1199271936.3638926,0.9961401653394953,1194642944.9765446,55
2022-04-03 00:00:00.000 UTC,0.04621733165282089,521,1073024641.0613964,0.9956980559490161,1068408549.0902231,48
2022-04-04 00:00:00.000 UTC,0.0031455985527790585,600,934429586.6918447,0.9920232445052314,926975870.3517262,59
2022-04-05 00:00:00.000 UTC,0.0066569285624519855,492,732204750.5494635,0.9948650195150227,728444893.4443843,59
2022-04-06 00:00:00.000 UTC,0.003167964255836453,621,1144114407.827423,0.9945329496709463,1137859476.777635,63
2022-04-07 00:00:00.000 UTC,0.0036397027246925133,530,755331734.3551407,0.9933784098109655,750330237.1534683,68
2022-04-08 00:00:00.000 UTC,0.0030468124125319295,612,938790093.9743866,0.9921798231536568,931448589.4179118,66
2022-04-09 00:00:00.000 UTC,0.005030299296260371,540,734713327.1725844,0.9961631610742153,731894350.4795959,51
2022-04-10 00:00:00.000 UTC,0.00457891666828612,532,618131866.1299139,0.9956586664447121,615448349.5178914,44
2022-04-11 00:00:00.000 UTC,0.005653967103862687,516,625681758.7685686,0.9947677618167388,622408042.7797697,60
2022-04-12 00:00:00.000 UTC,0.08977291437403,475,779407213.0171117,0.9956367758114657,776006484.6125573,51
2022-04-13 00:00:00.000 UTC,0.005125546057077553,483,620801986.7982256,0.9951981062177,617820961.5977798,59
2022-04-14 00:00:00.000 UTC,0.0050410220198222645,520,717940469.9697363,0.9925440819065405,712587564.6296622,60
2022-04-15 00:00:00.000 UTC,0.0034558340591542974,456,812582772.3227837,0.99574955201815,809128931.5180782,62
2022-04-16 00:00:00.000 UTC,0.0070701256363680555,481,588635579.6502198,0.996441570975746,586540961.7188839,38
2022-04-17 00:00:00.000 UTC,0.005890729293453868,510,637857338.8396685,0.9944221167337839,634299445.0631216,48
2022-04-18 00:00:00.000 UTC,0.005174688286264116,520,626858917.0683663,0.9948784892471736,623648452.3840955,56
2022-04-19 00:00:00.000 UTC,0.1063079552131268,498,714135745.943829,0.9963826458410777,711552464.0332041,55
2022-04-20 00:00:00.000 UTC,0.006609746232154715,440,577783100.9624805,0.9931939090931173,573850656.6528693,53
2022-04-21 00:00:00.000 UTC,0.0037430938940778116,518,755275162.1206998,0.9932692283595465,750191577.4787588,61
2022-04-22 00:00:00.000 UTC,0.004330831983643062,642,883595199.8324571,0.9947932185847855,878994512.7673967,59
2022-04-23 00:00:00.000 UTC,0.004953834455095993,423,686096571.7160709,0.9951643527700199,682778850.7295532,54
2022-04-24 00:00:00.000 UTC,0.007312770099450544,470,642837387.7561116,0.9938556645717291,638887579.2199047,47
2022-04-25 00:00:00.000 UTC,0.001620839245992871,538,1406533658.8119755,0.9949553963179661,1399438253.937828,58
2022-04-26 00:00:00.000 UTC,0.005462219521832386,527,684488944.5517266,0.9958189296005302,681627048.086897,69
2022-04-27 00:00:00.000 UTC,0.005661503992799072,537,644299661.3883084,0.9933827037428046,640036139.6504912,56
2022-04-28 00:00:00.000 UTC,0.006076762761552178,539,711984768.7288754,0.9953742437701505,708691300.7493699,53
2022-04-29 00:00:00.000 UTC,0.004505378282843177,664,976356255.6594143,0.9950649095383924,971537849.2149787,67
2022-04-30 00:00:00.000 UTC,0.001968056142910137,573,1688438777.657677,0.9953495981897916,1680586858.9096317,68
2022-05-01 00:00:00.000 UTC,0.0032600284518010604,431,987791252.3605812,0.9944909854872928,982349496.0158014,51
2022-05-02 00:00:00.000 UTC,0.003071436072321406,519,1126575803.7570782,0.994636754125809,1120533700.7256145,66
2022-05-03 00:00:00.000 UTC,0.0054730325069618545,552,739998854.9520569,0.9930024663437472,734820688.0589414,91
2022-05-04 00:00:00.000 UTC,0.0025544699108168197,553,1212411094.3790498,0.9919892350977285,1202698754.1370735,83
2022-05-05 00:00:00.000 UTC,0.0029103621710768915,512,1028462185.0687823,0.9931639355464278,1021431551.2835904,63
2022-05-06 00:00:00.000 UTC,0.00285528668858806,570,1079987078.4891653,0.9939407106463384,1073443124.2823838,69
2022-05-07 00:00:00.000 UTC,0.002989816083475731,445,865723577.5735116,0.9930584802052558,859714140.2230083,47
2022-05-08 00:00:00.000 UTC,0.002859053365271521,635,1183376986.9897246,0.9926304269980503,1174656003.8952765,53
2022-05-09 00:00:00.000 UTC,0.0020622262930672206,717,1495922271.5272698,0.9952639134640116,1488837454.1982043,69
2022-05-10 00:00:00.000 UTC,0.0021591969538690384,674,1256112336.7243469,0.9930707550972994,1247408426.7178802,75
2022-05-11 00:00:00.000 UTC,0.0015798198944065032,842,2019291836.2270627,0.9947577419896468,2008706187.4233606,88
2022-05-12 00:00:00.000 UTC,0.0015484796341060049,1057,1929378564.9863107,0.994291365815074,1918364448.5545664,104
2022-05-13 00:00:00.000 UTC,0.007892784846745056,920,1262347332.0031457,0.9915683488026111,1251703659.6097407,102
2022-05-14 00:00:00.000 UTC,0.002096905543095996,772,1280802488.9159083,0.993263769461681,1272174708.076518,65
2022-05-15 00:00:00.000 UTC,0.0018839141224526914,744,1389312177.0110068,0.9947782516438619,1382057538.434537,54
2022-05-16 00:00:00.000 UTC,0.03064343689506807,761,1513105800.324823,0.9943121619366702,1504499499.5598903,72
2022-05-17 00:00:00.000 UTC,0.0023863306992026336,645,1055991209.5619762,0.9908146658455504,1046291577.437988,62
2022-05-18 00:00:00.000 UTC,0.0027356092358516576,639,1039866399.9708261,0.9947170777931652,1034372866.674279,59
2022-05-19 00:00:00.000 UTC,0.0016900284209363328,696,1440070018.3497524,0.9939876463271011,1431411808.0856957,87
2022-05-20 00:00:00.000 UTC,0.0025030145989716557,635,1079719619.658724,0.9945495955294897,1073834711.0168386,70
2022-05-21 00:00:00.000 UTC,0.0035121487630798342,501,857601540.7486204,0.9948883703818684,853217799.3123745,42
2022-05-22 00:00:00.000 UTC,0.0027570679183875294,564,977477586.9844968,0.995837291956877,973408633.171184,47
2022-05-23 00:00:00.000 UTC,0.001926861067768385,687,1324491553.8874903,0.994105792795199,1316684726.2278686,69
2022-05-24 00:00:00.000 UTC,0.0026470476031507932,614,1084913276.7829378,0.9929126448479849,1077224111.0812407,62
2022-05-25 00:00:00.000 UTC,0.003560445092171364,495,888005656.8292632,0.9956882854845772,884176829.9489349,54
2022-05-26 00:00:00.000 UTC,0.0024372800989877707,590,1093080852.7307315,0.9921892357293487,1084543055.8612893,67
2022-05-27 00:00:00.000 UTC,0.002160504871692723,643,1513916052.3188448,0.9954754304179944,1507066233.7988129,68
2022-05-28 00:00:00.000 UTC,0.003482485748944414,529,864177509.9062208,0.9951017025822316,859944511.4409536,49
2022-05-29 00:00:00.000 UTC,0.004819803545470135,469,828904496.4307339,0.9945016226160642,824346866.6941165,48
2022-05-30 00:00:00.000 UTC,0.0033347840606132093,548,937386936.9017065,0.993268110668119,931076551.7813333,63
2022-05-31 00:00:00.000 UTC,0.002812323208642299,583,1052998282.0472072,0.9931016171291055,1045734296.7352514,79
2022-06-01 00:00:00.000 UTC,0.0032466758536041696,512,890701970.0135882,0.9905352320036611,882271682.5135276,71
2022-06-02 00:00:00.000 UTC,0.00670916596263779,446,654430797.9307402,0.9922461859507835,649356463.2155049,101
2022-06-03 00:00:00.000 UTC,0.006644066347560655,394,512876360.634267,0.992453878693811,509006133.401844,66
2022-06-04 00:00:00.000 UTC,0.006356131330645903,353,580028665.9034818,0.994919821737069,577082016.8830822,43
2022-06-05 00:00:00.000 UTC,0.008208132141350612,343,531498367.1755779,0.9940261083503421,528323253.5181009,49
2022-06-06 00:00:00.000 UTC,0.005395106730677209,470,590284681.8781421,0.9942061843348926,586864681.2414036,68
2022-06-07 00:00:00.000 UTC,0.00345751320598261,444,752409139.5553032,0.9914062605113814,745943131.4211092,62
2022-06-08 00:00:00.000 UTC,0.005484758302346748,361,535981734.81495315,0.9911392688012375,531232544.73531145,54
2022-06-09 00:00:00.000 UTC,0.006331858151774141,385,510818248.43467283,0.9935358552257922,507516245.3234839,55
2022-06-10 00:00:00.000 UTC,0.005096660283502568,396,585352673.3521632,0.9927693571899867,581120197.2532673,58
2022-06-11 00:00:00.000 UTC,0.003362036597715199,501,912747905.704301,0.9913684535702753,904869479.7775803,58
2022-06-12 00:00:00.000 UTC,0.0029695543599281434,566,1086489190.861494,0.9906646348384901,1076346417.5207686,56
2022-06-13 00:00:00.000 UTC,0.0013142009675991195,846,2119336608.5659537,0.9964647211644388,2111844162.7082605,89
2022-06-14 00:00:00.000 UTC,0.0015824356633295142,815,1835746468.7482789,0.9949119970404353,1826406185.282277,69
2022-06-15 00:00:00.000 UTC,0.0012735228419149618,816,1996863027.5775769,0.9945747006210761,1986029447.8342643,77
2022-06-16 00:00:00.000 UTC,0.0017613298633997263,805,1543429504.7989547,0.995021702119122,1535745852.9659295,85
2022-06-17 00:00:00.000 UTC,0.0019597007425689547,740,1274695150.8544023,0.9969508149224074,1270808369.4219375,66
2022-06-18 00:00:00.000 UTC,0.0013685724071470424,780,1721922307.5889268,0.9954242713719268,1714043258.3907743,55
2022-06-19 00:00:00.000 UTC,0.0015082201653678971,784,1964972403.3802695,0.9942097179556518,1953594658.955337,55
2022-06-20 00:00:00.000 UTC,0.001610068700815731,808,1679663863.0786312,0.9948672766854342,1671042613.2079737,74
2022-06-21 00:00:00.000 UTC,0.0010848512391623108,830,2245564804.0117445,0.9927264990238102,2229231686.2176676,74
2022-06-22 00:00:00.000 UTC,0.0010936689610115996,1012,2192079120.9614315,0.9914515720787024,2173340290.598111,80
2022-06-23 00:00:00.000 UTC,0.017561048441230895,848,2099309831.822559,0.9947448022132209,2088277543.4406016,83
2022-06-24 00:00:00.000 UTC,0.0019704069682874173,775,1389182839.1603143,0.9898727729272989,1375114269.1026382,71
2022-06-25 00:00:00.000 UTC,0.0482546944636117,577,1271126955.3307521,0.9940406133357703,1263551818.3046112,52
2022-06-26 00:00:00.000 UTC,0.0021773281098582003,519,976837749.6982008,0.9923975841916224,969411422.9476752,49
2022-06-27 00:00:00.000 UTC,0.05500138236495241,649,1161672187.0611145,0.9936130635399538,1154252660.6149523,66
2022-06-28 00:00:00.000 UTC,0.0027213997768448578,698,1036622355.3198558,0.9932464728946302,1029621498.1451709,66
2022-06-29 00:00:00.000 UTC,0.0018027503245483388,670,1362351947.5042562,0.9938846481616779,1354020686.0176444,68
2022-06-30 00:00:00.000 UTC,0.0015089918381912448,770,1713536750.6639662,0.9931175009619467,1701743335.6258526,83
2022-07-01 00:00:00.000 UTC,0.0024207568772446086,835,1065526661.3521767,0.9927856120209506,1057839538.615161,89
2022-07-02 00:00:00.000 UTC,0.0017257848668559023,971,1537263422.6190622,0.9928492847413156,1526270889.6063228,53
2022-07-03 00:00:00.000 UTC,0.00258263911326393,781,1181296793.8647728,0.9948200283100438,1175177709.9151173,44
2022-07-04 00:00:00.000 UTC,0.0025367215462795897,811,1087837632.2918966,0.9923758301588325,1079543773.4236896,69
2022-07-05 00:00:00.000 UTC,0.002322168671405683,798,1085334554.2076178,0.9925826618062237,1077284260.7656684,60
2022-07-06 00:00:00.000 UTC,0.0023143112928202467,722,1116221433.5488882,0.9920132644309854,1107306468.1226668,66
2022-07-07 00:00:00.000 UTC,0.002179974903853148,826,1289418631.5667727,0.9939705991394733,1281644209.7600248,66
2022-07-08 00:00:00.000 UTC,0.0026030310549019424,765,1141612334.840834,0.9894403183691367,1129557272.0390482,77
2022-07-09 00:00:00.000 UTC,0.001218542306360946,943,1771505757.403399,0.9923829153859907,1758012048.1550527,66
2022-07-10 00:00:00.000 UTC,0.0022083668270563707,700,1042786223.6837114,0.989167703581293,1031490454.2074254,51
2022-07-11 00:00:00.000 UTC,0.0011922203724144438,772,1797422721.253946,0.9900546071249006,1779546646.1284451,69
2022-07-12 00:00:00.000 UTC,0.0013576151167490338,763,1549580696.9454036,0.9929620477161939,1538674821.9403949,80
2022-07-13 00:00:00.000 UTC,0.001531248540433491,935,1509910203.474206,0.9903768673682822,1495380137.3241897,65
2022-07-14 00:00:00.000 UTC,0.0009451907090946301,1192,2704869756.999097,0.9883849851867405,2673452654.7036147,86
2022-07-15 00:00:00.000 UTC,0.0020552539393902205,976,1474671113.985175,0.9924481149267128,1463534567.2114625,80
2022-07-16 00:00:00.000 UTC,0.0019909102706583376,969,1701474861.3690352,0.9916059333795825,1687192568.029738,60
2022-07-17 00:00:00.000 UTC,0.002814077387959359,795,994409039.6201432,0.9879542906302187,982430677.3341956,45
2022-07-18 00:00:00.000 UTC,0.001524887382490441,910,1324989897.771893,0.9926679821614278,1315275048.2055016,67
2022-07-19 00:00:00.000 UTC,0.0011598383980425918,1103,1551269942.3529284,0.992068618714396,1538966228.9632304,72
2022-07-20 00:00:00.000 UTC,0.0014977155012911485,976,1549418716.2510448,0.9918814160487849,1536839630.3275766,66
2022-07-21 00:00:00.000 UTC,0.0012313460619223452,857,1620377196.624466,0.9936519953689589,1610091034.6762605,68
2022-07-22 00:00:00.000 UTC,0.0022665188382974223,786,1092594416.647509,0.990655378635158,1082384535.5185976,67
2022-07-23 00:00:00.000 UTC,0.002099133267759333,763,1100258294.76023,0.9920738862615059,1091537522.374239,43
2022-07-24 00:00:00.000 UTC,0.002024530811202783,708,1118099462.9721904,0.992120763420037,1109289692.7835028,47
2022-07-25 00:00:00.000 UTC,0.000909976319448724,909,2171867703.6875186,0.9909365052323963,2152182992.1192193,62
2022-07-26 00:00:00.000 UTC,0.0016661873152122673,808,1561603587.6464295,0.9909860209147636,1547527325.5679545,70
2022-07-27 00:00:00.000 UTC,0.028740079985978214,968,2577600236.828662,0.993958379074193,2562027353.299473,71
2022-07-28 00:00:00.000 UTC,0.00921324692120477,1280,2835594547.7946215,0.9881430577289574,2801973066.9373374,94
2022-07-29 00:00:00.000 UTC,0.0011986001053490999,941,2167410776.3456774,0.9865159127366822,2138185220.3019767,67
2022-07-30 00:00:00.000 UTC,0.0015303523154656501,898,1633338074.631139,0.9822417383231349,1604332829.6950521,62
2022-07-31 00:00:00.000 UTC,0.001734406406963436,774,1514766388.5928485,0.9782633994453521,1481840516.6703992,57
2022-08-01 00:00:00.000 UTC,0.0021888350016257855,771,1041887379.5295655,0.9853524480728074,1026626280.0356195,71
2022-08-02 00:00:00.000 UTC,0.0015004610913139731,801,1429845373.312858,0.9860406713178375,1409885691.7821145,97
2022-08-03 00:00:00.000 UTC,0.0012130237070430015,946,2133720775.80686,0.9863618118233207,2104620690.349916,79
2022-08-04 00:00:00.000 UTC,0.0015642133090743883,892,2167274539.540436,0.9894774287272136,2144469238.730426,73
2022-08-05 00:00:00.000 UTC,0.0016627994782195182,942,1972754031.586962,0.9899446368312359,1952917273.3567116,69
2022-08-06 00:00:00.000 UTC,0.0023960444846200064,801,1594637380.3758714,0.9915382226331911,1581143913.8823395,45
2022-08-07 00:00:00.000 UTC,0.003349705863401795,780,1074706408.4297812,0.9856327073756841,1059265786.974643,42
2022-08-08 00:00:00.000 UTC,0.0016730988305420265,800,1665028467.8363743,0.9896833987253705,1647851033.022799,72
2022-08-09 00:00:00.000 UTC,0.0023527984510777417,726,1310361326.023027,0.9896740851863851,1296830646.5954578,65
2022-08-10 00:00:00.000 UTC,0.002244481778584775,764,1279699851.064838,0.9898738920293608,1266741472.2029445,65
2022-08-11 00:00:00.000 UTC,0.0014674106254102448,758,1604443139.216734,0.9921262663948335,1591810181.3539042,67
2022-08-12 00:00:00.000 UTC,0.002275415964304333,722,1198167450.095016,0.9913541668332856,1187808294.2157068,61
